Time,BreathingWaveform
10/08/2017 08:00:38.440,6473566
10/08/2017 08:00:38.480,6473198
10/08/2017 08:00:38.520,6473198
10/08/2017 08:00:38.560,6472094
10/08/2017 08:00:38.600,6472094
10/08/2017 08:00:38.640,6471831
10/08/2017 08:00:38.680,6472094
10/08/2017 08:00:38.720,6471516
10/08/2017 08:00:38.760,6471884
10/08/2017 08:00:38.800,6471358
10/08/2017 08:00:38.840,6470780
10/08/2017 08:00:38.880,6470885
10/08/2017 08:00:38.920,6470990
10/08/2017 08:00:38.960,6469991
10/08/2017 08:00:39.000,6469728
10/08/2017 08:00:39.040,6469781
10/08/2017 08:00:39.080,6469886
10/08/2017 08:00:39.120,6469623
10/08/2017 08:00:39.160,6469360
10/08/2017 08:00:39.200,6468361
10/08/2017 08:00:39.240,6469255
10/08/2017 08:00:39.280,6468887
10/08/2017 08:00:39.320,6468467
10/08/2017 08:00:39.360,6468361
10/08/2017 08:00:39.400,6468519
10/08/2017 08:00:39.440,6467888
10/08/2017 08:00:39.480,6467836
10/08/2017 08:00:39.520,6467152
10/08/2017 08:00:39.560,6467258
10/08/2017 08:00:39.600,6467100
10/08/2017 08:00:39.640,6466995
10/08/2017 08:00:39.680,6467100
10/08/2017 08:00:39.720,6466890
10/08/2017 08:00:39.760,6466259
10/08/2017 08:00:39.800,6466837
10/08/2017 08:00:39.840,6465891
10/08/2017 08:00:39.880,6466101
10/08/2017 08:00:39.920,6465680
10/08/2017 08:00:39.960,6465996
10/08/2017 08:00:40.000,6466154
10/08/2017 08:00:40.040,6465470
10/08/2017 08:00:40.080,6464892
10/08/2017 08:00:40.120,6465155
10/08/2017 08:00:40.160,6464524
10/08/2017 08:00:40.200,6465155
10/08/2017 08:00:40.240,6465260
10/08/2017 08:00:40.280,6463840
10/08/2017 08:00:40.320,6464366
10/08/2017 08:00:40.360,6463683
10/08/2017 08:00:40.400,6464629
10/08/2017 08:00:40.440,6463788
10/08/2017 08:00:40.480,6463893
10/08/2017 08:00:40.520,6463630
10/08/2017 08:00:40.560,6463683
10/08/2017 08:00:40.600,6462631
10/08/2017 08:00:40.640,6463157
10/08/2017 08:00:40.680,6463209
10/08/2017 08:00:40.720,6462947
