SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2017,08,16,35888698,192,System,Unknown,0,Unsupported additional data : 00:00:01:01:00:00:00:00:00:00
0,2017,08,16,35888945,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,16,35889072,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,16,35928926,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,16,35928929,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,16,35935001,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,16,35938073,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,16,35942075,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,16,35942998,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,16,35944366,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,16,35945074,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,16,35948086,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,16,35948626,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,16,35952134,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,16,35953074,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,16,35957075,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2017,08,16,38451124,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,16,38451125,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,16,38451624,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,16,38451624,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,16,38451625,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2017,08,16,38451625,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,16,38452106,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,16,38452107,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,16,38452606,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
