0,LShiftKey,2017-04-26 11:04:09.685
0,I,2017-04-26 11:04:09.834
0,Space,2017-04-26 11:04:09.944
1,I,2017-04-26 11:04:10.007
1,LShiftKey,2017-04-26 11:04:10.063
1,Space,2017-04-26 11:04:10.098
0,U,2017-04-26 11:04:10.642
0,S,2017-04-26 11:04:10.705
1,U,2017-04-26 11:04:10.761
1,S,2017-04-26 11:04:10.815
0,E,2017-04-26 11:04:10.862
1,E,2017-04-26 11:04:10.932
0,D,2017-04-26 11:04:11.020
1,D,2017-04-26 11:04:11.132
0,Space,2017-04-26 11:04:11.210
1,Space,2017-04-26 11:04:11.268
0,LControlKey,2017-04-26 11:04:11.653
0,Back,2017-04-26 11:04:11.731
1,Back,2017-04-26 11:04:11.832
1,LControlKey,2017-04-26 11:04:11.988
0,V,2017-04-26 11:04:13.975
1,V,2017-04-26 11:04:14.091
0,E,2017-04-26 11:04:14.137
1,E,2017-04-26 11:04:14.275
0,Back,2017-04-26 11:04:14.541
1,Back,2017-04-26 11:04:14.620
0,Back,2017-04-26 11:04:14.694
1,Back,2017-04-26 11:04:14.788
0,P,2017-04-26 11:04:15.324
0,R,2017-04-26 11:04:15.436
1,P,2017-04-26 11:04:15.501
1,R,2017-04-26 11:04:15.562
0,A,2017-04-26 11:04:15.609
1,A,2017-04-26 11:04:15.744
0,Back,2017-04-26 11:04:16.072
1,Back,2017-04-26 11:04:16.166
0,Back,2017-04-26 11:04:16.236
1,Back,2017-04-26 11:04:16.324
0,Back,2017-04-26 11:04:16.404
1,Back,2017-04-26 11:04:16.516
0,U,2017-04-26 11:04:16.969
0,S,2017-04-26 11:04:17.056
1,U,2017-04-26 11:04:17.107
1,S,2017-04-26 11:04:17.159
0,E,2017-04-26 11:04:17.192
1,E,2017-04-26 11:04:17.260
0,D,2017-04-26 11:04:17.336
0,Space,2017-04-26 11:04:17.420
1,D,2017-04-26 11:04:17.467
1,Space,2017-04-26 11:04:17.519
0,T,2017-04-26 11:04:17.597
0,O,2017-04-26 11:04:17.659
1,T,2017-04-26 11:04:17.763
0,Space,2017-04-26 11:04:17.841
1,O,2017-04-26 11:04:17.888
1,Space,2017-04-26 11:04:17.938
0,P,2017-04-26 11:04:17.971
1,P,2017-04-26 11:04:18.084
0,R,2017-04-26 11:04:18.117
0,A,2017-04-26 11:04:18.196
1,R,2017-04-26 11:04:18.229
1,A,2017-04-26 11:04:18.326
0,C,2017-04-26 11:04:18.436
1,C,2017-04-26 11:04:18.524
0,T,2017-04-26 11:04:18.600
0,I,2017-04-26 11:04:18.692
1,T,2017-04-26 11:04:18.756
1,I,2017-04-26 11:04:18.795
0,C,2017-04-26 11:04:18.842
1,C,2017-04-26 11:04:18.948
0,E,2017-04-26 11:04:19.044
0,Space,2017-04-26 11:04:19.116
1,E,2017-04-26 11:04:19.172
1,Space,2017-04-26 11:04:19.231
0,M,2017-04-26 11:04:19.356
0,E,2017-04-26 11:04:19.435
1,M,2017-04-26 11:04:19.485
1,E,2017-04-26 11:04:19.535
0,D,2017-04-26 11:04:19.962
0,I,2017-04-26 11:04:20.067
1,D,2017-04-26 11:04:20.099
1,I,2017-04-26 11:04:20.164
0,D,2017-04-26 11:04:20.198
1,D,2017-04-26 11:04:20.267
0,Back,2017-04-26 11:04:20.639
1,Back,2017-04-26 11:04:20.724
0,T,2017-04-26 11:04:20.773
1,T,2017-04-26 11:04:20.828
0,A,2017-04-26 11:04:20.872
1,A,2017-04-26 11:04:20.972
0,T,2017-04-26 11:04:21.052
0,I,2017-04-26 11:04:21.084
1,T,2017-04-26 11:04:21.156
0,O,2017-04-26 11:04:21.201
1,I,2017-04-26 11:04:21.260
0,N,2017-04-26 11:04:21.335
1,O,2017-04-26 11:04:21.413
0,Space,2017-04-26 11:04:21.470
1,N,2017-04-26 11:04:21.548
0,R,2017-04-26 11:04:21.604
1,Space,2017-04-26 11:04:21.651
0,E,2017-04-26 11:04:21.708
1,R,2017-04-26 11:04:21.754
1,E,2017-04-26 11:04:21.819
0,G,2017-04-26 11:04:21.944
1,G,2017-04-26 11:04:22.098
0,U,2017-04-26 11:04:22.207
1,U,2017-04-26 11:04:22.254
0,L,2017-04-26 11:04:22.374
0,A,2017-04-26 11:04:22.453
1,L,2017-04-26 11:04:22.516
0,R,2017-04-26 11:04:22.567
1,A,2017-04-26 11:04:22.615
1,R,2017-04-26 11:04:22.684
0,L,2017-04-26 11:04:22.747
1,L,2017-04-26 11:04:22.811
0,Y,2017-04-26 11:04:22.876
1,Y,2017-04-26 11:04:22.972
0,Space,2017-04-26 11:04:23.027
1,Space,2017-04-26 11:04:23.181
0,A,2017-04-26 11:04:23.400
1,A,2017-04-26 11:04:23.532
0,N,2017-04-26 11:04:23.581
1,N,2017-04-26 11:04:23.628
0,D,2017-04-26 11:04:23.686
0,Space,2017-04-26 11:04:23.748
1,D,2017-04-26 11:04:23.784
1,Space,2017-04-26 11:04:23.863
0,LShiftKey,2017-04-26 11:04:24.160
0,I,2017-04-26 11:04:24.238
1,I,2017-04-26 11:04:24.326
