Time,HR,BR,SkinTemp,Posture,Activity,PeakAccel,BatteryVolts,BatteryLevel,BRAmplitude,BRNoise,BRConfidence,ECGAmplitude,ECGNoise,HRConfidence,HRV,SystemConfidence,GSR,ROGState,ROGTime,VerticalMin,VerticalPeak,LateralMin,LateralPeak,SagittalMin,SagittalPeak,DeviceTemp,StatusInfo,LinkQuality,RSSI,TxPower,CoreTemp,AuxADC1,AuxADC2,AuxADC3
09/08/2017 08:04:34.422,65,8.1,-3276.8,-108,0.13,0.19,4.151,91,5648.000,65535.000,255,0.000000,0.002000,0,65535,0,65535,1,2,0.34,0.40,0.16,0.37,0.78,0.97,20.9,528,255,-128,-128,6553.5,415,422,484
09/08/2017 08:04:35.422,65,8.1,-3276.8,-109,0.07,0.10,4.151,91,5028.000,65535.000,255,0.000000,0.001960,0,65535,0,65535,1,3,0.34,0.39,0.16,0.20,0.91,0.98,20.9,528,255,-128,-128,6553.5,415,423,485
09/08/2017 08:04:36.422,65,7.3,-3276.8,-111,0.04,0.06,4.151,91,4424.000,65535.000,255,0.003100,0.001700,0,65535,0,65535,1,4,0.34,0.39,0.16,0.20,0.91,0.97,20.9,531,255,-128,-128,6553.5,415,423,484
09/08/2017 08:04:37.422,65,7.3,-3276.8,-110,0.02,0.04,4.151,91,3816.000,65535.000,255,0.003100,0.001220,0,65535,0,65535,0,0,0.34,0.39,0.16,0.19,0.90,0.97,20.9,531,255,-128,-128,6553.5,416,422,484
09/08/2017 08:04:38.422,65,6.6,-3276.8,-111,0.01,0.03,4.151,91,3319.000,65535.000,255,0.001600,0.000960,0,65535,0,65535,0,0,0.36,0.39,0.18,0.20,0.91,0.97,20.9,531,255,-128,-128,6553.5,415,422,484
09/08/2017 08:04:39.422,65,6.6,-3276.8,-111,0.01,0.02,4.151,91,2849.000,65535.000,255,0.001600,0.000840,0,65535,0,65535,0,0,0.34,0.39,0.16,0.19,0.91,0.97,20.9,531,255,-128,-128,6553.5,421,435,498
09/08/2017 08:04:40.422,65,5.9,-3276.8,-111,0.01,0.03,4.151,91,2473.000,65535.000,255,0.001500,0.000680,0,65535,0,65535,0,0,0.36,0.39,0.16,0.20,0.90,0.97,20.9,531,255,-128,-128,6553.5,415,423,484
09/08/2017 08:04:41.422,0,5.9,-3276.8,-111,0.01,0.02,4.151,91,2122.000,65535.000,255,0.000800,0.000740,0,65535,0,65535,0,0,0.33,0.39,0.16,0.19,0.91,0.97,20.9,531,255,-128,-128,6553.5,411,424,478
09/08/2017 08:04:42.422,0,6.3,-3276.8,-112,0.06,0.78,4.151,91,1843.000,65535.000,255,0.000800,0.005240,0,65535,0,65535,0,0,0.20,1.28,0.02,0.65,0.24,1.12,20.9,531,255,-128,-128,6553.5,415,422,484
09/08/2017 08:04:43.422,0,6.3,-3276.8,-121,0.43,0.62,4.151,91,1634.000,65535.000,255,0.000800,0.004140,0,65535,0,65535,0,0,0.40,0.91,-0.44,0.14,0.42,1.08,20.9,531,255,-128,-128,6553.5,415,423,485
09/08/2017 08:04:44.422,0,6.7,-3276.8,-116,0.61,1.16,4.146,91,1437.000,65535.000,255,0.000800,0.005020,0,65535,0,65535,0,0,-0.44,1.77,-0.71,0.79,0.13,1.98,20.9,531,255,-128,-128,6553.5,421,437,500
09/08/2017 08:04:45.422,0,6.7,-3276.8,-100,0.73,1.44,4.143,90,1274.000,65535.000,255,0.000800,0.010900,0,65535,0,65535,0,0,-1.57,1.19,-0.10,0.75,-0.57,1.91,20.9,531,255,-128,-128,6553.5,415,423,485
