SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2017,08,11,29234662,192,System,Unknown,0,Unsupported additional data : 00:00:01:01:00:00:00:00:00:00
0,2017,08,11,29235036,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,11,29235427,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,11,29236232,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,11,29236868,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,11,29237252,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,11,29238035,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,11,29238655,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,11,29239036,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,11,29239721,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,11,29240036,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,11,29245449,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,11,29245457,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,11,29245892,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,11,29250037,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,11,29252037,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,11,29253037,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,11,29253801,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,11,29253825,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,11,29255254,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,11,29258038,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,11,29269039,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
