SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2017,08,23,60758410,192,System,Unknown,0,Unsupported additional data : 00:00:01:01:00:00:00:00:00:00
0,2017,08,23,60759034,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,23,60759101,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,23,60760271,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,23,60761034,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,23,60771029,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,23,60771964,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,23,60771994,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,23,60772001,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,23,60772617,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,23,60773034,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,23,60778037,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,23,60778904,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,23,60784305,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,23,60785041,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,23,60787138,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,23,60788038,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,23,60798045,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2017,08,23,60813047,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2017,08,23,60818050,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2017,08,23,60821301,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,23,60821302,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,23,60821551,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,23,60821552,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,23,60827551,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,23,60827552,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,23,60828551,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,23,60828552,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,23,60829052,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,23,60829052,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,23,60829053,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2017,08,23,60829053,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,23,60829552,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,23,60829553,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,23,60829802,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,23,60829803,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,23,60830051,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,23,60830799,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,23,60831051,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,23,60844057,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2017,08,23,60886573,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,23,60886574,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,23,60887072,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,23,60887072,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,23,60887073,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2017,08,23,60887073,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,23,60887572,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,23,60887573,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,23,60888072,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,23,60888073,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2017,08,23,60952584,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,23,60952585,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,23,60953084,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,23,60953084,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,23,60953085,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2017,08,23,60953085,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,23,60954084,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,23,60954085,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2017,08,23,61009097,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2017,08,23,61017324,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,23,61018097,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,23,61018789,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,23,61019097,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,23,61019098,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2017,08,23,61066112,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2017,08,23,61076121,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2017,08,23,61081619,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
