Time,HR,BR,SkinTemp,Posture,Activity,PeakAccel,BatteryVolts,BatteryLevel,BRAmplitude,BRNoise,BRConfidence,ECGAmplitude,ECGNoise,HRConfidence,HRV,SystemConfidence,GSR,ROGState,ROGTime,VerticalMin,VerticalPeak,LateralMin,LateralPeak,SagittalMin,SagittalPeak,DeviceTemp,StatusInfo,LinkQuality,RSSI,TxPower,CoreTemp,AuxADC1,AuxADC2,AuxADC3
15/08/2017 14:02:13.442,65,8.1,-3276.8,-96,0.10,0.15,4.121,86,5469.000,65535.000,255,0.000000,0.000080,0,65535,0,65535,1,2,0.07,0.15,0.01,0.04,1.00,1.06,26.3,531,255,-128,-128,6553.5,415,422,484
15/08/2017 14:02:14.442,65,8.1,-3276.8,-96,0.06,0.09,4.119,86,4904.000,65535.000,255,0.000000,0.000060,0,65535,0,65535,0,0,0.07,0.15,0.00,0.04,1.00,1.07,26.3,531,255,-128,-128,6553.5,415,422,484
15/08/2017 14:02:15.442,65,7.3,-3276.8,-96,0.03,0.07,4.119,86,4325.000,65535.000,255,0.000180,0.000040,0,65535,0,65535,0,0,0.04,0.16,0.00,0.06,1.00,1.07,26.3,531,255,-128,-128,6553.5,414,421,484
15/08/2017 14:02:16.442,65,7.3,-3276.8,-96,0.02,0.06,4.119,86,3736.000,65535.000,255,0.000180,0.000080,0,65535,0,65535,0,0,0.07,0.16,0.00,0.10,1.00,1.07,26.3,531,255,-128,-128,6553.5,415,421,484
15/08/2017 14:02:17.442,65,6.6,-3276.8,-96,0.02,0.04,4.119,86,3250.000,65535.000,255,0.000180,0.000080,0,65535,0,65535,0,0,0.08,0.15,0.01,0.06,1.00,1.07,26.3,531,255,-128,-128,6553.5,415,422,484
15/08/2017 14:02:18.442,65,6.6,-3276.8,-96,0.01,0.03,4.118,86,2790.000,65535.000,255,0.000180,0.000080,0,65535,0,65535,0,0,0.07,0.15,0.01,0.07,0.97,1.07,26.3,531,255,-128,-128,6553.5,422,433,497
15/08/2017 14:02:19.442,65,6.9,-3276.8,-96,0.01,0.03,4.118,86,2422.000,65535.000,255,0.000180,0.000200,0,65535,0,65535,0,0,0.07,0.15,0.01,0.04,1.00,1.08,26.3,528,255,-128,-128,6553.5,414,421,483
15/08/2017 14:02:20.442,0,6.9,-3276.8,-97,0.01,0.04,4.118,86,2079.000,65535.000,255,0.000800,0.000160,0,65535,0,65535,0,0,0.06,0.15,0.00,0.07,1.00,1.08,26.3,531,255,-128,-128,6553.5,402,413,490
15/08/2017 14:02:21.442,0,7.3,-3276.8,-97,0.02,0.06,4.118,86,1806.000,65535.000,255,0.000800,0.000140,0,65535,0,65535,0,0,0.06,0.16,0.01,0.07,1.00,1.06,26.3,531,255,-128,-128,6553.5,415,422,485
15/08/2017 14:02:22.442,0,7.3,-3276.8,-97,0.01,0.06,4.118,86,1551.000,65535.000,255,0.000800,0.000120,0,65535,0,65535,0,0,0.07,0.16,0.01,0.07,1.00,1.07,26.3,531,255,-128,-128,6553.5,415,421,484
15/08/2017 14:02:23.442,0,7.7,-3276.8,-97,0.01,0.13,4.113,85,1349.000,65535.000,255,0.000800,0.000480,0,65535,0,65535,0,0,0.03,0.15,-0.18,0.07,1.00,1.07,26.3,531,255,-128,-128,6553.5,415,422,484
15/08/2017 14:02:24.442,0,7.7,-3276.8,-97,0.03,0.09,4.108,84,1167.000,65535.000,255,0.000800,0.000900,0,65535,0,65535,0,0,0.07,0.18,0.01,0.13,0.97,1.07,26.3,531,255,-128,-128,6553.5,415,421,483
15/08/2017 14:02:25.442,0,6.9,-3276.8,-97,0.03,0.06,4.107,84,1024.000,65535.000,255,0.000800,0.000840,0,65535,0,65535,0,0,0.08,0.16,0.03,0.12,0.98,1.07,26.3,531,255,-128,-128,6553.5,415,421,483
15/08/2017 14:02:26.442,0,6.9,-3276.8,-97,0.02,0.07,4.107,84,891.000,65535.000,255,0.000800,0.000480,0,65535,0,65535,0,0,0.08,0.16,0.03,0.13,0.98,1.13,26.3,531,255,-128,-128,6553.5,414,421,484
15/08/2017 14:02:27.442,0,6.2,-3276.8,-97,0.02,0.04,4.107,84,783.000,65535.000,255,0.000800,0.000320,0,65535,0,65535,0,0,0.08,0.16,0.03,0.13,0.98,1.06,26.3,531,255,-128,-128,6553.5,411,416,484
15/08/2017 14:02:28.442,0,6.2,-3276.8,-97,0.02,0.04,4.107,84,680.000,65535.000,255,0.000800,0.000240,0,65535,0,65535,0,0,0.08,0.16,0.02,0.12,0.98,1.06,26.3,531,255,-128,-128,6553.5,414,422,484
15/08/2017 14:02:29.442,0,5.6,-3276.8,-97,0.01,0.04,4.107,84,597.000,65535.000,255,0.000800,0.000200,0,65535,0,65535,0,0,0.09,0.16,0.02,0.12,1.00,1.04,26.3,531,255,-128,-128,6553.5,414,421,484
15/08/2017 14:02:30.442,0,5.6,-3276.8,-97,0.02,0.04,4.107,84,518.000,65535.000,255,0.000800,0.000320,0,65535,0,65535,0,0,0.08,0.15,0.03,0.13,1.00,1.07,26.3,531,255,-128,-128,6553.5,416,423,485
15/08/2017 14:02:31.442,0,5.0,-3276.8,-97,0.01,0.03,4.107,84,455.000,65535.000,255,0.000800,0.000720,0,65535,0,65535,0,0,0.09,0.16,0.03,0.12,1.00,1.07,26.3,531,255,-128,-128,6553.5,414,421,483
15/08/2017 14:02:32.442,0,5.0,-3276.8,-97,0.02,0.04,4.107,84,395.000,65535.000,255,0.000800,0.001120,0,65535,0,65535,0,0,0.07,0.15,0.03,0.12,1.00,1.06,26.3,531,255,-128,-128,6553.5,414,420,484
15/08/2017 14:02:33.442,0,4.5,-3276.8,-97,0.01,0.04,4.107,84,346.000,65535.000,255,0.000800,0.001240,0,65535,0,65535,0,0,0.08,0.16,0.04,0.14,0.98,1.04,26.3,531,255,-128,-128,6553.5,414,422,484
15/08/2017 14:02:34.442,0,4.5,-3276.8,-97,0.01,0.03,4.107,84,300.000,65535.000,255,0.000800,0.000920,0,65535,0,65535,0,0,0.08,0.16,0.03,0.13,0.98,1.07,26.3,531,255,-128,-128,6553.5,414,424,475
15/08/2017 14:02:35.442,0,4.1,-3276.8,-97,0.02,0.04,4.107,84,264.000,65535.000,255,0.000800,0.000580,0,65535,0,65535,0,0,0.08,0.16,0.03,0.14,0.98,1.06,26.3,531,255,-128,-128,6553.5,415,420,484
15/08/2017 14:02:36.442,0,4.1,-3276.8,-97,0.01,0.03,4.107,84,229.000,65535.000,255,0.000800,0.000400,0,65535,0,65535,0,0,0.08,0.16,0.04,0.13,0.98,1.07,26.3,531,255,-128,-128,6553.5,415,422,484
15/08/2017 14:02:37.442,0,3.7,-3276.8,-97,0.02,0.06,4.107,84,201.000,65535.000,255,0.000800,0.000340,0,65535,0,65535,0,0,0.07,0.18,0.03,0.13,0.98,1.06,26.3,531,255,-128,-128,6553.5,415,421,484
15/08/2017 14:02:38.442,0,3.7,-3276.8,-97,0.02,0.06,4.106,84,175.000,65535.000,255,0.000800,0.000400,0,65535,0,65535,0,0,0.04,0.18,0.03,0.13,0.98,1.09,26.3,531,255,-128,-128,6553.5,414,421,484
15/08/2017 14:02:39.442,0,3.3,-3276.8,-96,0.03,0.07,4.106,84,156.000,65535.000,255,0.000800,0.000520,0,65535,0,65535,0,0,0.04,0.14,0.07,0.15,1.00,1.06,26.3,531,255,-128,-128,6553.5,414,421,484
15/08/2017 14:02:40.442,0,3.3,-3276.8,-95,0.03,0.06,4.106,84,138.000,65535.000,255,0.000800,0.000460,0,65535,0,65535,0,0,0.03,0.15,0.07,0.15,0.98,1.09,26.3,531,255,-128,-128,6553.5,414,421,483
15/08/2017 14:02:41.442,0,3.0,-3276.8,-95,0.02,0.06,4.106,84,123.000,65535.000,255,0.000800,0.000600,0,65535,0,65535,0,0,0.06,0.14,0.07,0.16,0.98,1.06,26.3,531,255,-128,-128,6553.5,425,420,478
15/08/2017 14:02:42.442,0,3.0,-3276.8,-95,0.01,0.04,4.106,84,108.000,65535.000,255,0.000800,0.000560,0,65535,0,65535,0,0,0.07,0.14,0.06,0.14,1.00,1.06,26.3,531,255,-128,-128,6553.5,415,421,484
15/08/2017 14:02:43.442,0,2.7,-3276.8,-95,0.02,0.04,4.106,84,96.000,65535.000,255,0.000800,0.000680,0,65535,0,65535,0,0,0.07,0.14,0.06,0.14,1.00,1.06,26.3,531,255,-128,-128,6553.5,414,421,484
15/08/2017 14:02:44.442,0,2.7,-3276.8,-95,0.02,0.04,4.106,84,84.000,65535.000,255,0.000800,0.000620,0,65535,0,65535,0,0,0.06,0.15,0.07,0.15,0.98,1.04,26.3,531,255,-128,-128,6553.5,414,422,484
15/08/2017 14:02:45.442,0,2.4,-3276.8,-95,0.01,0.06,4.106,84,75.000,65535.000,255,0.000800,0.000380,0,65535,0,65535,0,0,0.07,0.14,0.04,0.15,0.98,1.06,26.3,531,255,-128,-128,6553.5,414,421,484
15/08/2017 14:02:46.442,0,2.4,-3276.8,-95,0.02,0.04,4.106,84,65.000,65535.000,255,0.000800,0.000280,0,65535,0,65535,0,0,0.04,0.14,0.07,0.15,1.00,1.04,26.3,531,255,-128,-128,6553.5,414,421,484
15/08/2017 14:02:47.442,0,2.2,-3276.8,-95,0.01,0.06,4.106,84,58.000,65535.000,255,0.000800,0.000220,0,65535,0,65535,0,0,0.03,0.14,0.07,0.15,1.00,1.04,26.3,531,255,-128,-128,6553.5,415,422,484
15/08/2017 14:02:48.442,0,2.2,-3276.8,-95,0.02,0.04,4.106,84,51.000,65535.000,255,0.000800,0.000240,0,65535,0,65535,0,0,0.04,0.15,0.06,0.15,1.00,1.07,26.3,531,255,-128,-128,6553.5,403,414,464
15/08/2017 14:02:49.442,0,2.0,-3276.8,-95,0.01,0.03,4.106,84,45.000,65535.000,255,0.000800,0.000200,0,65535,0,65535,0,0,0.06,0.14,0.08,0.15,1.00,1.06,26.3,531,255,-128,-128,6553.5,414,420,483
15/08/2017 14:02:50.442,0,2.0,-3276.8,-95,0.02,0.04,4.106,84,39.000,65535.000,255,0.000800,0.000200,0,65535,0,65535,0,0,0.03,0.13,0.07,0.15,1.00,1.06,26.3,531,255,-128,-128,6553.5,415,420,484
15/08/2017 14:02:51.442,0,1.7,-3276.8,-95,0.01,0.06,4.105,84,35.000,65535.000,255,0.000800,0.000200,0,65535,0,65535,0,0,0.04,0.14,0.07,0.15,0.98,1.07,26.3,531,255,-128,-128,6553.5,414,421,483
15/08/2017 14:02:52.442,0,1.7,-3276.8,-95,0.02,0.04,4.105,84,30.000,65535.000,255,0.000800,0.000180,0,65535,0,65535,0,0,0.07,0.14,0.06,0.15,0.98,1.06,26.3,531,255,-128,-128,6553.5,415,421,483
15/08/2017 14:02:53.442,0,1.5,-3276.8,-95,0.02,0.04,4.105,84,27.000,65535.000,255,0.000800,0.000220,0,65535,0,65535,0,0,0.06,0.15,0.06,0.15,0.98,1.06,26.3,531,255,-128,-128,6553.5,418,428,486
15/08/2017 14:02:54.442,0,1.5,-3276.8,-95,0.02,0.03,4.105,84,24.000,65535.000,255,0.000800,0.000200,0,65535,0,65535,0,0,0.04,0.13,0.07,0.15,0.98,1.06,26.3,531,255,-128,-128,6553.5,414,422,484
15/08/2017 14:02:55.442,0,1.2,-3276.8,-95,0.02,0.04,4.105,84,21.000,65535.000,255,0.000800,0.000180,0,65535,0,65535,0,0,0.06,0.14,0.07,0.15,1.00,1.07,26.3,531,255,-128,-128,6553.5,414,422,484
15/08/2017 14:02:56.442,0,1.2,-3276.8,-94,0.01,0.04,4.105,84,18.000,65535.000,255,0.000800,0.000200,0,65535,0,65535,0,0,0.03,0.13,0.07,0.16,1.00,1.06,26.3,531,255,-128,-128,6553.5,415,421,484
15/08/2017 14:02:57.442,0,0.9,-3276.8,-95,0.02,0.04,4.105,84,16.000,65535.000,255,0.000800,0.000180,0,65535,0,65535,0,0,0.06,0.14,0.08,0.15,0.98,1.06,26.3,531,255,-128,-128,6553.5,414,421,484
15/08/2017 14:02:58.442,0,0.9,-3276.8,-95,0.02,0.04,4.105,84,14.000,65535.000,255,0.000800,0.000180,0,65535,0,65535,0,0,0.04,0.14,0.06,0.15,0.98,1.08,26.3,531,255,-128,-128,6553.5,414,421,483
15/08/2017 14:02:59.442,0,0.7,-3276.8,-95,0.01,0.03,4.105,84,13.000,65535.000,255,0.000800,0.000180,0,65535,0,65535,0,0,0.04,0.14,0.08,0.15,0.98,1.06,26.3,531,255,-128,-128,6553.5,415,422,484
15/08/2017 14:03:00.442,0,0.7,-3276.8,-94,0.02,0.04,4.105,84,11.000,65535.000,255,0.000800,0.000220,0,65535,0,65535,0,0,0.06,0.13,0.07,0.15,1.00,1.06,26.3,531,255,-128,-128,6553.5,418,424,485
