0,Lwin,20:20:21.343
0,E,20:20:21.407
1,Lwin,20:20:21.479
1,E,20:20:21.527
0,T,20:20:31.007
1,T,20:20:31.087
0,H,20:20:31.367
1,H,20:20:31.455
0,I,20:20:31.583
1,I,20:20:31.678
0,N,20:20:31.783
1,N,20:20:31.887
0,K,20:20:32.031
1,K,20:20:32.111
0,Space,20:20:32.255
1,Space,20:20:32.319
0,M,20:20:33.207
1,M,20:20:33.319
0,U,20:20:33.495
1,U,20:20:33.575
0,C,20:20:33.662
1,C,20:20:33.775
0,H,20:20:33.815
1,H,20:20:33.911
0,Space,20:20:34.030
1,Space,20:20:34.111
0,W,20:20:35.039
1,W,20:20:35.150
0,I,20:20:35.335
1,I,20:20:35.415
0,L,20:20:35.559
1,L,20:20:35.639
0,L,20:20:35.719
1,L,20:20:35.798
0,Space,20:20:35.919
1,Space,20:20:35.991
0,Y,20:20:36.447
1,Y,20:20:36.527
0,E,20:20:36.583
1,E,20:20:36.663
0,A,20:20:36.791
1,A,20:20:36.903
0,R,20:20:36.959
1,R,20:20:37.047
0,Space,20:20:37.207
1,Space,20:20:37.295
0,W,20:20:40.103
1,W,20:20:40.230
0,H,20:20:40.271
1,H,20:20:40.350
0,I,20:20:40.511
1,I,20:20:40.599
0,L,20:20:40.743
0,E,20:20:40.807
1,L,20:20:40.830
1,E,20:20:40.894
0,Space,20:20:41.006
1,Space,20:20:41.086
0,C,20:20:41.815
1,C,20:20:41.926
0,O,20:20:42.039
1,O,20:20:42.119
0,M,20:20:42.286
1,M,20:20:42.366
0,M,20:20:42.430
1,M,20:20:42.535
0,U,20:20:42.670
1,U,20:20:42.735
0,N,20:20:43.167
1,N,20:20:43.263
0,I,20:20:43.367
1,I,20:20:43.463
0,T,20:20:43.607
0,Y,20:20:43.735
1,T,20:20:43.743
1,Y,20:20:43.807
0,Space,20:20:43.991
1,Space,20:20:44.063
0,P,20:20:45.055
1,P,20:20:45.127
0,A,20:20:45.182
1,A,20:20:45.278
0,R,20:20:45.422
0,T,20:20:45.526
1,R,20:20:45.566
1,T,20:20:45.622
0,Space,20:20:45.831
1,Space,20:20:45.918
0,O,20:20:47.239
1,O,20:20:47.327
0,N,20:20:47.439
1,N,20:20:47.519
0,L,20:20:47.655
1,L,20:20:47.735
0,Y,20:20:47.910
1,Y,20:20:47.991
0,Space,20:20:48.119
1,Space,20:20:48.190
0,P,20:20:48.998
1,P,20:20:49.070
0,E,20:20:49.095
1,E,20:20:49.190
0,R,20:20:49.270
1,R,20:20:49.374
0,H,20:20:49.519
1,H,20:20:49.591
0,A,20:20:49.639
1,A,20:20:49.783
0,P,20:20:49.878
1,P,20:20:49.974
0,S,20:20:49.991
1,S,20:20:50.103
0,Space,20:20:50.182
1,Space,20:20:50.262
0,C,20:20:51.518
1,C,20:20:51.591
0,A,20:20:51.631
1,A,20:20:51.727
0,L,20:20:51.886
1,L,20:20:51.974
0,L,20:20:52.030
1,L,20:20:52.143
0,Space,20:20:52.270
1,Space,20:20:52.343
0,C,20:20:52.846
1,C,20:20:52.959
0,O,20:20:53.007
1,O,20:20:53.095
0,U,20:20:53.143
1,U,20:20:53.270
0,P,20:20:53.495
1,P,20:20:53.623
0,Space,20:20:53.854
1,Space,20:20:53.943
0,T,20:20:55.231
1,T,20:20:55.326
0,E,20:20:55.343
1,E,20:20:55.439
0,X,20:20:55.590
1,X,20:20:55.719
0,T,20:20:55.871
1,T,20:20:55.942
0,B,20:20:56.295
1,B,20:20:56.375
0,O,20:20:56.646
1,O,20:20:56.735
0,O,20:20:56.807
1,O,20:20:56.886
0,K,20:20:56.903
1,K,20:20:57.023
0,Space,20:20:57.222
1,Space,20:20:57.303
0,R,20:20:58.543
1,R,20:20:58.630
0,E,20:20:58.711
1,E,20:20:58.766
0,T,20:20:58.862
1,T,20:20:58.958
0,R,20:20:59.071
1,R,20:20:59.166
0,E,20:20:59.567
1,E,20:20:59.662
0,A,20:21:00.311
1,A,20:21:00.423
0,T,20:21:00.487
1,T,20:21:00.575
0,Space,20:21:00.743
1,Space,20:21:00.823
0,P,20:21:01.935
1,P,20:21:02.007
0,R,20:21:02.118
1,R,20:21:02.207
0,E,20:21:02.327
1,E,20:21:02.430
0,A,20:21:02.967
1,A,20:21:03.078
0,C,20:21:03.111
1,C,20:21:03.182
0,H,20:21:03.390
1,H,20:21:03.495
0,Space,20:21:03.623
1,Space,20:21:03.703
0,M,20:21:04.534
1,M,20:21:04.639
0,U,20:21:04.775
1,U,20:21:04.846
0,N,20:21:05.191
1,N,20:21:05.310
0,I,20:21:06.239
1,I,20:21:06.318
0,C,20:21:06.382
1,C,20:21:06.503
0,I,20:21:06.567
1,I,20:21:06.647
0,P,20:21:06.983
1,P,20:21:07.063
0,A,20:21:07.118
1,A,20:21:07.223
0,L,20:21:07.239
1,L,20:21:07.335
0,Space,20:21:07.487
1,Space,20:21:07.558
0,T,20:21:08.367
1,T,20:21:08.446
0,R,20:21:08.558
1,R,20:21:08.655
0,I,20:21:09.071
1,I,20:21:09.166
0,U,20:21:09.463
1,U,20:21:09.550
0,M,20:21:09.695
1,M,20:21:09.774
0,P,20:21:09.902
1,P,20:21:09.983
0,H,20:21:10.174
1,H,20:21:10.254
0,Space,20:21:10.375
1,Space,20:21:10.447
0,S,20:21:12.047
0,T,20:21:12.142
1,S,20:21:12.158
1,T,20:21:12.239
0,E,20:21:12.375
1,E,20:21:12.455
0,R,20:21:12.542
1,R,20:21:12.631
0,E,20:21:12.727
1,E,20:21:12.806
0,T,20:21:13.062
1,T,20:21:13.134
0,Back,20:21:13.991
1,Back,20:21:14.095
0,O,20:21:14.783
1,O,20:21:14.879
0,T,20:21:15.110
1,T,20:21:15.182
0,Y,20:21:15.279
1,Y,20:21:15.374
0,P,20:21:15.631
1,P,20:21:15.711
0,E,20:21:15.766
1,E,20:21:15.862
0,Space,20:21:15.959
1,Space,20:21:16.031
0,J,20:21:17.598
1,J,20:21:17.695
0,U,20:21:17.807
1,U,20:21:17.910
0,R,20:21:18.247
1,R,20:21:18.350
0,I,20:21:18.687
1,I,20:21:18.791
0,S,20:21:18.823
1,S,20:21:18.926
0,D,20:21:19.031
1,D,20:21:19.142
0,I,20:21:19.206
1,I,20:21:19.303
0,C,20:21:19.478
1,C,20:21:19.566
0,T,20:21:19.646
1,T,20:21:19.718
0,I,20:21:20.374
0,O,20:21:20.487
1,I,20:21:20.526
1,O,20:21:20.583
0,N,20:21:20.718
1,N,20:21:20.806
0,Space,20:21:20.918
1,Space,20:21:20.983
0,L,20:21:22.319
1,L,20:21:22.399
0,I,20:21:22.535
1,I,20:21:22.606
0,V,20:21:22.790
1,V,20:21:22.870
0,E,20:21:22.959
1,E,20:21:23.062
0,R,20:21:23.135
1,R,20:21:23.222
0,Space,20:21:23.342
1,Space,20:21:23.430
