SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2017,08,12,35637428,192,System,Unknown,0,Unsupported additional data : 00:00:01:01:00:00:00:00:00:00
0,2017,08,12,35637905,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,12,35638052,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,12,35725853,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,12,35725861,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,12,35725888,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,12,35725894,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,12,35725918,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,12,35729063,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2017,08,12,35729064,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,12,35730063,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
0,2017,08,12,35730943,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,12,35732731,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,12,35738065,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,12,35741066,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,12,35761072,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2017,08,12,35765079,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2017,08,12,35765222,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,12,35766079,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,12,35766651,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,12,35767080,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,12,35777080,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2017,08,12,35831344,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,12,35831345,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,12,35831594,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,12,35831595,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,12,36027636,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,12,36027637,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,12,36027886,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,12,36027887,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,12,36028135,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,12,36028135,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,12,36028136,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2017,08,12,36028136,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,12,36028635,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,12,36028636,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,12,36029136,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,12,36029137,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2017,08,12,36337213,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2017,08,12,36343213,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2017,08,12,36355714,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,12,36355715,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,12,36356214,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,12,36356214,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,12,36356215,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2017,08,12,36356215,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,12,36357214,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,12,36357215,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2017,08,12,36421474,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,12,36421475,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,12,36421724,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,12,36421725,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,12,36683282,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
