SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2017,08,24,57513421,192,System,Unknown,0,Unsupported additional data : 00:00:01:01:00:00:00:00:00:00
0,2017,08,24,57528555,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,24,57529046,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2017,08,24,57534048,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2017,08,24,57535049,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,24,57535056,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,24,57535824,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,24,57536050,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,24,57537206,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,24,57539628,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,24,57542077,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,24,57542953,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,24,57545725,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,24,57546168,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,24,57548029,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,24,57548049,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,24,57550668,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,24,57550728,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,24,57555713,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,24,57555845,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,24,57556054,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2017,08,24,57556803,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,24,57556804,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,24,57557553,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,24,57557554,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,24,57558551,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,24,57558552,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,24,57559054,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,24,57559054,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,24,57559055,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2017,08,24,57559055,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,24,57559554,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,24,57559555,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,24,57560053,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2017,08,24,57560054,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2017,08,24,57560553,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,24,57560554,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,24,57565055,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2017,08,24,58871350,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2017,08,24,58885356,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2017,08,24,59021388,4416,Physiological,Unknown,0,Unsupported additional data : 33:00
0,2017,08,24,59022887,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,24,59022888,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,24,59028395,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
