SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2017,08,15,43650439,192,System,Unknown,0,Unsupported additional data : 00:00:01:01:00:00:00:00:00:00
0,2017,08,15,43650898,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,43651063,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,15,43663247,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,43663251,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,43663318,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,43663329,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,43663687,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,43667065,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,15,43676065,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,43677065,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,15,43677066,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,43678065,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,15,43678066,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,43678157,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,43679140,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,43679980,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,43681386,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,43681842,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,43682861,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,43683067,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,15,43691902,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,43692070,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2017,08,15,43692166,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,43693066,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
0,2017,08,15,43693122,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,43693986,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,43695584,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,43696532,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,43697518,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,43699125,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,43699329,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,43701071,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2017,08,15,43706071,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2017,08,15,43711072,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
