Time,HR,BR,SkinTemp,Posture,Activity,PeakAccel,BatteryVolts,BatteryLevel,BRAmplitude,BRNoise,BRConfidence,ECGAmplitude,ECGNoise,HRConfidence,HRV,SystemConfidence,GSR,ROGState,ROGTime,VerticalMin,VerticalPeak,LateralMin,LateralPeak,SagittalMin,SagittalPeak,DeviceTemp,StatusInfo,LinkQuality,RSSI,TxPower,CoreTemp,AuxADC1,AuxADC2,AuxADC3
15/08/2017 12:07:30.439,65,8.1,-3276.8,-87,0.13,0.18,4.175,95,6332.000,65535.000,255,0.000000,0.001660,0,65535,0,65535,0,0,-0.13,-0.02,-0.07,0.00,0.98,1.10,26.9,531,255,-128,-128,6553.5,415,421,484
15/08/2017 12:07:31.439,65,8.1,-3276.8,-86,0.07,0.12,4.175,95,5611.000,65535.000,255,0.000000,0.001500,0,65535,0,65535,0,0,-0.14,-0.03,-0.09,0.00,1.00,1.08,26.9,531,255,-128,-128,6553.5,415,422,484
15/08/2017 12:07:32.439,65,7.3,-3276.8,-86,0.04,0.09,4.175,95,4942.000,65535.000,255,0.002080,0.001320,0,65535,0,65535,0,0,-0.10,-0.01,-0.12,-0.01,0.98,1.10,26.9,531,255,-128,-128,6553.5,415,420,483
15/08/2017 12:07:33.439,65,7.3,-3276.8,-86,0.03,0.07,4.175,95,4267.000,65535.000,255,0.002080,0.001200,0,65535,0,65535,0,0,-0.13,-0.02,-0.12,-0.02,1.00,1.07,26.9,531,255,-128,-128,6553.5,412,419,483
15/08/2017 12:07:34.439,65,6.6,-3276.8,-86,0.06,0.12,4.175,95,3711.000,65535.000,255,0.002020,0.001240,0,65535,0,65535,0,0,-0.18,-0.01,-0.16,0.01,0.95,1.15,26.9,531,255,-128,-128,6553.5,415,420,484
15/08/2017 12:07:35.439,65,6.6,-3276.8,-85,0.05,0.08,4.175,95,3186.000,65535.000,255,0.002020,0.001180,0,65535,0,65535,0,0,-0.16,-0.04,-0.15,0.00,1.00,1.12,26.9,531,255,-128,-128,6553.5,414,421,483
15/08/2017 12:07:36.439,65,6.9,-3276.8,-85,0.05,0.10,4.175,95,2766.000,65535.000,255,0.001900,0.001740,0,65535,0,65535,0,0,-0.18,-0.02,-0.15,0.00,0.98,1.15,26.9,531,255,-128,-128,6553.5,415,421,484
15/08/2017 12:07:37.439,0,6.9,-3276.8,-85,0.05,0.10,4.175,95,2375.000,65535.000,255,0.000800,0.001580,0,65535,0,65535,0,0,-0.13,-0.02,-0.16,0.00,0.98,1.12,26.9,531,255,-128,-128,6553.5,413,422,484
15/08/2017 12:07:38.439,0,7.2,-3276.8,-84,0.04,0.09,4.175,95,2063.000,65535.000,255,0.000800,0.002160,0,65535,0,65535,0,0,-0.16,-0.03,-0.13,0.01,0.98,1.10,26.9,531,255,-128,-128,6553.5,414,421,483
15/08/2017 12:07:39.439,0,7.2,-3276.8,-84,0.11,0.24,4.175,95,1771.000,65535.000,255,0.000800,0.001940,0,65535,0,65535,0,0,-0.18,0.12,-0.03,0.21,0.91,1.12,26.9,531,255,-128,-128,6553.5,414,421,484
15/08/2017 12:07:40.439,0,7.5,-3276.8,-89,0.24,0.92,4.175,95,1538.000,65535.000,255,0.000800,0.004360,0,65535,0,65535,0,0,-0.18,0.98,0.03,1.01,0.55,1.19,26.9,531,255,-128,-128,6553.5,414,419,481
15/08/2017 12:07:41.439,0,7.5,-3276.8,-89,0.61,1.63,4.175,95,1329.000,65535.000,255,0.000800,0.012540,0,65535,0,65535,0,0,-0.36,0.39,-0.03,1.59,-0.53,1.10,26.9,531,255,-128,-128,6553.5,415,421,483
15/08/2017 12:07:42.439,0,7.0,-3276.8,-101,0.77,1.28,4.174,95,1217.000,65535.000,255,0.000800,0.014880,0,65535,0,65535,0,0,-0.54,0.78,0.38,1.54,-0.62,0.83,26.9,531,255,-128,-128,6553.5,415,420,484
15/08/2017 12:07:43.439,75,7.0,-3276.8,-119,0.40,0.55,4.174,95,1189.000,65535.000,255,0.000800,0.014660,0,65535,0,65535,0,1,0.60,0.78,0.38,0.59,0.36,0.57,26.9,528,255,-128,-128,6553.5,414,421,483
15/08/2017 12:07:44.439,87,6.6,-3276.8,-129,0.33,1.25,4.174,95,1073.000,65535.000,255,0.052700,0.015520,8,65535,0,65535,0,2,-0.37,1.79,-0.53,1.62,-0.36,1.02,26.9,528,255,-128,-128,6553.5,415,422,484
