SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2017,08,15,32970687,192,System,Unknown,0,Unsupported additional data : 00:00:01:01:00:00:00:00:00:00
0,2017,08,15,32971058,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,32971425,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,32971581,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,32972058,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,15,33024011,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,33024018,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,33024656,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,33027063,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2017,08,15,33031806,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,33032066,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
0,2017,08,15,33032370,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,33032650,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,33034115,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,33035067,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2017,08,15,33052073,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2017,08,15,33058865,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,33059073,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,15,33061566,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,33061650,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,33076843,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,33077076,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2017,08,15,33082077,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2017,08,15,33088176,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,33089080,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,15,33090840,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,33091080,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,15,33092748,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,33093080,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,15,33094776,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,33097908,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,33101081,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,33102080,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,15,33114844,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,33115080,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,15,33117811,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,33118083,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,15,33122972,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,33123084,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,15,33123176,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,33124084,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,15,33124196,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,15,33125084,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,15,33126440,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,15,33131090,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2017,08,15,33136090,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
