Time,HR,BR,SkinTemp,Posture,Activity,PeakAccel,BatteryVolts,BatteryLevel,BRAmplitude,BRNoise,BRConfidence,ECGAmplitude,ECGNoise,HRConfidence,HRV,SystemConfidence,GSR,ROGState,ROGTime,VerticalMin,VerticalPeak,LateralMin,LateralPeak,SagittalMin,SagittalPeak,DeviceTemp,StatusInfo,LinkQuality,RSSI,TxPower,CoreTemp,AuxADC1,AuxADC2,AuxADC3
25/08/2017 16:02:18.432,65,8.1,-3276.8,-89,0.11,0.16,4.087,81,5459.000,65535.000,255,0.000000,0.000580,0,65535,0,65535,1,2,-0.04,0.01,0.01,0.09,1.00,1.07,24.9,528,255,-128,-128,6553.5,415,422,484
25/08/2017 16:02:19.432,65,8.1,-3276.8,-89,0.06,0.09,4.077,79,4904.000,65535.000,255,0.000000,0.000920,0,65535,0,65535,1,3,-0.03,0.01,0.01,0.09,1.00,1.07,24.9,528,255,-128,-128,6553.5,415,422,483
25/08/2017 16:02:20.432,65,7.3,-3276.8,-89,0.03,0.06,4.072,78,4332.000,65535.000,255,0.001660,0.001020,0,65535,0,65535,1,4,-0.04,0.01,0.01,0.08,1.01,1.07,24.9,528,255,-128,-128,6553.5,415,422,484
25/08/2017 16:02:21.432,67,7.3,-3276.8,-89,0.02,0.04,4.072,78,3745.000,65535.000,255,0.001660,0.001020,0,65535,0,65535,1,5,-0.03,0.01,0.01,0.08,1.00,1.07,24.9,528,255,-128,-128,6553.5,416,422,484
25/08/2017 16:02:22.432,83,6.6,-3276.8,-89,0.01,0.04,4.072,78,3260.000,65535.000,255,0.001660,0.001020,13,65535,0,65535,1,6,-0.03,0.01,0.01,0.09,1.00,1.07,24.9,528,255,-128,-128,6553.5,414,422,484
25/08/2017 16:02:23.432,93,6.6,-3276.8,-89,0.01,0.04,4.071,78,2800.000,65535.000,255,0.001660,0.001120,14,65535,0,65535,1,7,-0.04,0.01,0.01,0.10,1.00,1.07,24.9,528,255,-128,-128,6553.5,415,422,484
25/08/2017 16:02:24.432,98,5.9,-3276.8,-89,0.02,0.07,4.071,78,2432.000,65535.000,255,0.001660,0.002720,12,65535,0,65535,0,0,-0.09,0.03,-0.03,0.13,1.00,1.07,24.9,531,255,-128,-128,6553.5,414,422,484
25/08/2017 16:02:25.432,101,5.9,-3276.8,-89,0.04,0.46,4.071,78,2097.000,65535.000,255,0.001660,0.009540,11,65535,0,65535,0,0,-0.20,0.26,-0.13,0.21,0.55,1.57,24.9,531,255,-128,-128,6553.5,414,422,483
25/08/2017 16:02:26.432,102,6.3,-3276.8,-86,0.42,0.67,4.071,78,1830.000,65535.000,255,0.001660,0.011920,10,65535,0,65535,0,0,-0.32,0.00,-0.77,0.19,0.63,1.55,24.9,531,255,-128,-128,6553.5,414,422,484
25/08/2017 16:02:27.432,103,6.3,-3276.8,-89,0.48,0.79,4.071,78,1576.000,65535.000,255,0.001660,0.019200,9,65535,0,65535,0,0,-0.19,0.30,-1.14,-0.57,0.28,0.98,24.9,531,255,-128,-128,6553.5,414,422,484
25/08/2017 16:02:28.432,103,6.7,-3276.8,-102,0.63,1.24,4.066,77,1370.000,65535.000,255,0.001660,0.024480,8,65535,0,65535,0,0,-0.21,1.31,-1.10,0.45,0.03,1.16,24.9,531,255,-128,-128,6553.5,415,422,484
25/08/2017 16:02:29.432,103,6.7,-3276.8,-137,1.01,2.34,4.061,76,1186.000,65535.000,255,0.001660,0.028620,7,65535,0,65535,0,0,-0.01,2.89,0.02,1.46,-0.62,1.18,24.9,531,255,-128,-128,6553.5,413,420,484
25/08/2017 16:02:30.432,103,7.0,-3276.8,-139,0.71,1.36,4.060,76,1050.000,65535.000,255,0.001660,0.043580,6,65535,0,65535,0,0,-0.32,1.15,-1.02,0.87,-0.50,1.90,24.9,531,255,-128,-128,6553.5,415,421,484
25/08/2017 16:02:31.432,103,7.0,-3276.8,-144,0.53,1.19,4.060,76,911.000,65535.000,255,0.001660,0.051340,5,65535,0,65535,0,0,0.28,1.37,-0.97,0.79,-0.40,1.63,24.9,531,255,-128,-128,6553.5,415,421,484
25/08/2017 16:02:32.432,103,7.3,-3276.8,-162,0.43,0.49,4.060,76,808.000,65535.000,255,0.001660,0.032600,5,65535,0,65535,0,0,0.91,1.01,-0.28,0.14,-0.04,0.06,24.9,531,255,-128,-128,6553.5,415,422,485
25/08/2017 16:02:33.432,103,7.3,-3276.8,-171,0.25,0.31,4.060,76,746.000,65535.000,255,0.001660,0.015680,4,65535,0,65535,0,0,0.75,0.97,-0.19,-0.03,-0.09,0.01,24.9,531,255,-128,-128,6553.5,415,421,484
25/08/2017 16:02:34.432,0,7.6,-3276.8,-173,0.13,0.16,4.060,76,704.000,65535.000,255,0.000800,0.009160,4,65535,0,65535,0,0,0.90,0.98,-0.20,-0.02,-0.08,0.00,24.9,531,255,-128,-128,6553.5,414,422,484
25/08/2017 16:02:35.432,0,7.6,-3276.8,-173,0.09,0.25,4.060,76,628.000,65535.000,255,0.000800,0.022880,3,65535,0,65535,0,0,0.81,1.06,-0.22,0.18,-0.10,0.07,24.9,531,255,-128,-128,6553.5,415,422,483
25/08/2017 16:02:36.432,0,7.6,-3276.8,178,0.16,0.34,4.060,76,560.000,65535.000,255,0.000800,0.025540,3,65535,0,65535,0,0,0.78,1.10,-0.19,0.34,-0.18,0.04,24.9,531,255,-128,-128,6553.5,414,421,484
25/08/2017 16:02:37.432,0,7.6,-3276.8,177,0.15,0.30,4.060,76,552.000,65535.000,255,0.000800,0.022580,3,65535,0,65535,0,0,0.73,1.15,-0.21,0.31,-0.21,0.06,24.9,531,255,-128,-128,6553.5,414,422,483
25/08/2017 16:02:38.432,0,7.6,-3276.8,174,0.16,0.38,4.060,76,518.000,65535.000,255,0.000800,0.016340,3,65535,0,65535,0,0,0.61,1.18,-0.31,0.34,-0.20,0.07,24.9,531,255,-128,-128,6553.5,414,422,483
25/08/2017 16:02:39.432,0,7.6,-3276.8,172,0.14,0.33,4.060,76,470.000,65535.000,255,0.000800,0.014920,2,65535,0,65535,0,0,0.55,1.12,-0.42,0.12,-0.24,0.02,24.9,531,255,-128,-128,6553.5,415,422,483
25/08/2017 16:02:40.432,0,7.7,-3276.8,173,0.08,0.19,4.060,76,460.000,65535.000,255,0.000800,0.017660,2,65535,0,65535,0,0,0.89,0.98,-0.07,0.13,-0.19,-0.07,24.9,531,255,-128,-128,6553.5,415,422,484
25/08/2017 16:02:41.432,0,7.7,-3276.8,172,0.05,0.08,4.059,76,435.000,65535.000,255,0.000800,0.017420,2,65535,0,65535,0,0,0.91,0.97,-0.10,0.04,-0.20,-0.16,24.9,531,255,-128,-128,6553.5,415,421,484
25/08/2017 16:02:42.432,0,7.8,-3276.8,170,0.03,0.06,4.058,76,400.000,65535.000,255,0.000800,0.019600,2,65535,0,65535,0,0,0.92,0.96,-0.09,0.03,-0.21,-0.16,24.9,531,255,-128,-128,6553.5,415,421,484
25/08/2017 16:02:43.432,0,7.8,-3276.8,169,0.04,0.12,4.058,76,352.000,65535.000,255,0.000800,0.016940,2,65535,0,65535,0,0,0.91,0.97,-0.14,0.03,-0.22,-0.18,24.9,531,255,-128,-128,6553.5,415,422,484
25/08/2017 16:02:44.432,0,7.9,-3276.8,168,0.02,0.06,4.058,76,313.000,65535.000,255,0.000800,0.008280,2,65535,0,65535,0,0,0.91,0.96,-0.03,0.02,-0.25,-0.18,24.9,531,255,-128,-128,6553.5,414,421,483
25/08/2017 16:02:45.432,65,7.9,-3276.8,168,0.01,0.03,4.058,76,272.000,65535.000,255,0.000800,0.006660,2,65535,0,65535,3,0,0.90,0.96,-0.03,0.01,-0.22,-0.18,24.9,528,255,-128,-128,6553.5,415,422,485
25/08/2017 16:02:46.432,82,7.1,-3276.8,168,0.01,0.02,4.058,76,241.000,65535.000,255,0.002980,0.005020,1,65535,0,65535,3,1,0.91,0.95,-0.03,0.01,-0.22,-0.18,24.9,528,255,-128,-128,6553.5,414,421,484
25/08/2017 16:02:47.432,89,7.1,-3276.8,168,0.00,0.02,4.058,76,209.000,65535.000,255,0.002980,0.003040,1,65535,0,65535,3,2,0.91,0.96,-0.03,0.01,-0.21,-0.18,24.9,528,255,-128,-128,6553.5,415,422,484
25/08/2017 16:02:48.432,92,6.4,-3276.8,168,0.01,0.04,4.058,76,185.000,65535.000,255,0.002840,0.002040,1,65535,0,65535,3,3,0.91,0.95,-0.07,0.00,-0.21,-0.16,24.9,528,255,-128,-128,6553.5,419,428,491
25/08/2017 16:02:49.432,93,6.4,-3276.8,168,0.01,0.04,4.058,76,162.000,65535.000,255,0.002840,0.001360,1,65535,0,65535,3,4,0.91,0.95,-0.07,0.00,-0.21,-0.16,24.9,528,255,-128,-128,6553.5,415,422,484
25/08/2017 16:02:50.432,93,5.8,-3276.8,168,0.01,0.04,4.058,76,142.000,65535.000,255,0.002880,0.000940,14,65535,0,65535,1,0,0.92,0.95,-0.07,0.00,-0.21,-0.18,24.9,528,255,-128,-128,6553.5,402,407,460
25/08/2017 16:02:51.432,90,5.8,-3276.8,168,0.01,0.02,4.058,76,124.000,65535.000,255,0.002880,0.000880,24,65535,100,65535,1,1,0.91,0.96,-0.04,0.01,-0.21,-0.16,24.9,512,255,-128,-128,6553.5,414,422,483
25/08/2017 16:02:52.432,83,5.5,-3276.8,168,0.01,0.06,4.058,76,109.000,65535.000,255,0.002940,0.000700,31,65535,100,65535,1,2,0.92,0.96,-0.08,0.00,-0.24,-0.16,24.9,512,255,-128,-128,6553.5,415,421,484
25/08/2017 16:02:53.432,75,5.5,-3276.8,168,0.01,0.03,4.058,76,97.000,65535.000,255,0.002940,0.000580,39,65535,100,65535,1,3,0.91,0.96,-0.07,0.00,-0.22,-0.18,24.9,512,255,-128,-128,6553.5,414,422,484
25/08/2017 16:02:54.432,70,5.3,-3276.8,168,0.01,0.03,4.058,76,88.000,65535.000,255,0.002940,0.000600,44,65535,100,65535,1,4,0.90,0.96,-0.06,0.00,-0.24,-0.18,24.9,512,255,-128,-128,6553.5,414,421,484
25/08/2017 16:02:55.432,68,5.3,-3276.8,168,0.01,0.03,4.058,76,77.000,65535.000,255,0.002940,0.000580,51,65535,100,65535,1,5,0.90,0.95,-0.07,0.00,-0.24,-0.18,24.9,512,255,-128,-128,6553.5,414,421,484
25/08/2017 16:02:56.432,69,5.0,-3276.8,167,0.01,0.03,4.058,76,70.000,65535.000,255,0.002880,0.002040,58,65535,100,65535,1,6,0.89,0.96,-0.04,0.00,-0.22,-0.18,24.9,512,255,-128,-128,6553.5,414,421,484
25/08/2017 16:02:57.432,67,5.0,-3276.8,167,0.01,0.03,4.058,76,64.000,65535.000,255,0.002880,0.002740,50,65535,100,65535,1,7,0.91,0.95,-0.07,0.00,-0.24,-0.18,24.9,512,255,-128,-128,6553.5,415,421,484
25/08/2017 16:02:58.432,66,5.1,-3276.8,167,0.01,0.13,4.058,76,57.000,65535.000,255,0.002820,0.001800,45,65535,100,65535,1,8,0.90,0.95,-0.07,0.18,-0.24,-0.18,24.9,512,255,-128,-128,6553.5,415,422,484
25/08/2017 16:02:59.432,67,5.1,-3276.8,167,0.01,0.04,4.058,76,53.000,65535.000,255,0.002820,0.001200,42,65535,100,65535,1,9,0.90,0.95,-0.07,0.00,-0.26,-0.19,24.9,512,255,-128,-128,6553.5,415,422,484
25/08/2017 16:03:00.432,65,5.2,-3276.8,167,0.01,0.03,4.058,76,47.000,65535.000,255,0.002760,0.000900,42,65535,100,65535,1,10,0.90,0.96,-0.07,0.00,-0.24,-0.18,24.9,512,255,-128,-128,6553.5,425,435,490
25/08/2017 16:03:01.432,67,5.2,-3276.8,167,0.02,0.07,4.058,76,42.000,65535.000,255,0.002760,0.000660,46,65535,100,65535,1,11,0.91,0.95,-0.12,0.00,-0.24,-0.18,24.9,512,255,-128,-128,6553.5,414,422,483
