SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2017,08,08,32756662,192,System,Unknown,0,Unsupported additional data : 00:00:01:01:00:00:00:00:00:00
0,2017,08,08,32756975,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,08,32757035,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,08,32765186,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,08,32765952,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,08,32777039,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,08,32781041,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,08,32785695,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,08,32786044,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,08,32787664,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,08,32787676,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,08,32789045,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,08,32790044,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,08,32791045,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,08,32791708,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,08,32815046,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2017,08,08,32818798,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,08,32818799,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,08,32819050,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,08,32819050,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,08,32819051,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2017,08,08,32819051,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,08,32819550,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,08,32819551,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,08,32820050,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,08,32820051,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2017,08,08,32830053,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2017,08,08,32836052,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2017,08,08,32864060,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2017,08,08,32866060,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2017,08,08,32884066,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2017,08,08,32884210,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,08,32885063,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2017,08,08,32885539,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2017,08,08,32890068,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2017,08,08,32890069,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2017,08,08,32893069,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2017,08,08,32905071,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2017,08,08,32911073,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2017,08,08,32949757,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2017,08,08,32950077,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
